PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI200600000438	15838833	Article		Primate sociality in evolutionary context		Mueller, Alexandra E. (aem@aim.unizh.ch) ; Soligo, Christophe									American Journal of Physical Anthropology		2005	OCT 2005	128	2	399-414	399	414	English						Much work has been done to further our understanding of the mechanisms that underlie the diversity of primate social organizations, but none has addressed the limits to that diversity or the question of what causes species to either form or not form social networks. The fact that all living primates typically live in social networks makes it highly likely that the last common ancestor of living primates already lived in social networks, and that sociality formed an integral part of the adaptive nature of primate origins. A characterization of primate sociality within the wider mammalian context is therefore essential to further our understanding of the adaptive nature of primate origins. Here we determine correlates of sociality and nonsociality in rodents as a model to infer causes of sociality in primates. We found sociality to be most strongly associated with large-bodied arboreal species that include a significant portion of fruit in their diet. Fruits and other plant products, such as flowers, seeds, and young leaves, are patchily distributed in time and space and are therefore difficult to find. These food resources are, however, predictable and dependable when their location is known. Hence, membership in a social unit can maximize food exploitation if information on feeding sites is shared. Whether sociality evolved in the primate stem lineage or whether it was already present earlier in the evolution of Euarchontoglires remains uncertain, although tentative evidence points to the former scenario. In either case, frugivory is likely to have played an important role in maintaining the presence of a social lifestyle throughout primate evolution.	Mueller, Alexandra E.; Univ Zurich, Anthropol Inst and Museum, Winterthurerstr 190, CH-8057 Zurich, Switzerland				0	50		227	11	12			Environmental Sciences & Ecology; Evolutionary Biology; Life Sciences & Biomedicine - Other Topics	0002-9483	1096-8644	10.1002/ajpa.20086		Terrestrial Ecology (Ecology, Environmental Sciences); Evolution and Adaptation; Population Studies	01500, Evolution; 07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 37001, Public health - General and miscellaneous	Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Mammals, Nonhuman Vertebrates, Nonhuman Primates, Primates, Vertebrates; Primates [86190]; [primate]/Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Rodentia [86265]; [rodent]								leaf	common ancestor, social organization, frugivory, feeding site				2021-06-29	
J	BCI:BCI200510234441		Article		Effectiveness of existing reserves in the long-term protection of a regionally rare butterfly		Gutierrez, David (david.gutierrez@urjc.es)									Conservation Biology		2005	OCT 2005	19	5	1586-1597	1586	1597	English						The importance of unprotected habitats for the persistence of species in reserve networks is likely to be high for species living in highly fragmented habitat in which regional persistence depends on metapopulation processes. The dingy skipper butterfly (Erynnis tages) is a regionally rare declining species in Britain. In the Creuddyn Peninsula (North Wales), it inhabits patches of its host plant, Lotus corniculatus L., growing in lightly grazed areas in sheltered microhabitats, and its regional distribution is dominated by metapopulation processes. In this area, 16 (61%) out of 2620 ha of dingy skipper habitat are located in reserves. The remaining unprotected habitat is mostly located in wasteland areas vulnerable to urban development Using a metapopulation model, the incidence function model, I evaluated the extent to which the persistence of the dingy skipper in the landscape could be guaranteed with the existing reserve network. According to model projections, the dynamics within the reserve system were relatively stable when the unprotected habitat remained, with a maximum of 4% simulation replicates going extinct in a 100-year time frame. When unprotected habitat was completely removed, however, the dynamics in the reserve network became markedly unstable, with an increased extinction risk ranging from 15 to 36%. We calculated a relatively simple measure of "patch importance, " the colonization potential, for each patch. The incidence function model predicted that for low and medium levels of regional stochasticity (a value from 0 to 0.2), protecting only a relatively small number (four to six) of large and well-connected patches (high colonization potential) in addition to the existing reserves would be enough to decrease notably the extinction risk of the dingy skipper metapopulation. The number of patches needed to be increased (11 patches) for high levels of regional stochasticity (sigma = 0.3). My results suggest that long-term persistence of a regionally rare butterfly in a reserve network may depend on the presence of unprotected habitat. For a more realistic estimate of the efficiency of,reserves for protecting rare species, conservation biologists should consider incorporating metapopulation dynamics in their evaluations of persistence in existing reserves.	Gutierrez, David; Univ Rey Juan Carlos, Escuela Super Ciencias Expt and Tecnol, Area Biodiversidad and Conservac, Tulipan S-N, E-28933 Mostoles, Spain		Gutierrez, David/P-4712-2014	Gutierrez, David/0000-0002-8059-1239	1	37		46	17	23			Environmental Sciences & Ecology; Life Sciences & Biomedicine - Other Topics; Biodiversity & Conservation	0888-8892		10.1111/j.1523-1739.2005.00210.x		Terrestrial Ecology (Ecology, Environmental Sciences); Biogeography (Population Studies); Wildlife Management (Conservation)	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 07518, Ecology: environmental biology - Wildlife management: terrestrial; 50528, Botany: general and systematic - Floristics and distribution; 62800, Animal distribution; 64076, Invertebrata: comparative, experimental morphology, physiology and pathology - Insecta: physiology	Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Leguminosae [26260]; [Lotus corniculatus]/Insecta, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Lepidoptera [75330]; [Erynnis tages; dingy skipper butterfly]					Creuddyn Peninsula; Wales, British Isles, UK, Europe; Palearctic region				population dynamics, extinction risk, conservation reserve				2021-06-29	
J	BCI:BCI200600023817	16037086	Article		Functional interconnectivity between the globus pallidus and the subthalamic nucleus in the mouse brain slice		Loucif, K. C.; Wilson, C. L.; Baig, R.; Lacey, M. G.; Stanford, I. M. (i.m.stanford@aston.ac.uk)									Journal of Physiology (Oxford)		2005	SEP 15 2005	567	3	977-987	977	987	English						In accordance with its central role in basal ganglia circuitry, changes in the rate of action potential firing and pattern of activity in the globus pallidus (GP)-subthalamic nucleus (STN) network are apparent in movement disorders. In this study we have developed a mouse brain slice preparation that maintains the functional connectivity between the GP and STN in order to assess its role in shaping and modulating bursting activity promoted by pharmacological manipulations. Fibre-tract tracing studies indicated that a parasagittal slice cut 20 deg to the midline best preserved connectivity between the GP and the STN. IPSCs and EPSCs elicited by electrical stimulation confirmed connectivity from GP to STN in 44/59 slices and from STN to GP in 22/33 slices, respectively. In control slices, 74/76 (97%) of STN cells fired tonically at a rate of 10.3 +/- 1.3Hz. This rate and pattern of single spiking activity was unaffected by bath application of the GABA(A) antagonist picrotoxin (50 mu m, n = 9) or the glutamate receptor antagonist (6-cyano-7-nitroquinoxaline-2, 3-dione (CNQX) 10 mu m, n = 8). Bursting activity in STN neurones could be induced pharmacologically by application of NMDA alone (20 mu m, 3/18 cells, 17%) but was more robust if NMDA was applied in conjunction with apamin (20-100 nM, 34/77 cells, 44%). Once again, neither picrotoxin (50 mu m, n = 5) nor CNQX (10 mu m, n = 5) had any effect on the frequency or pattern of the STN neurone activity while paired STN and GP recordings of tonic and bursting activity show no evidence of coherent activity. Thus, in a mouse brain slice preparation where functional GP-STN connectivity is preserved, no regenerative synaptically mediated activity indicative of a dynamic network is evident, either in the resting state or when. neuronal bursting in both the GP and STN is generated by application of NMDA/apamin. This difference from the brain in Parkinson's disease may be attributed either to insufficient preservation of cortico-striato-pallidal or cortico-subthalamic circuitry, and/or an essential requirement for adaptive changes resulting from dopamine depletion for the expression of network activity within this tissue complex.	Stanford, I. M.; Aston Univ, Sch Life and Hlth Sci, Birmingham B4 7ET, W Midlands, UK			Stanford, Ian M/0000-0002-5677-8538	0	1		35	35	39			Behavioral Sciences; Biochemistry & Molecular Biology; Neurosciences & Neurology	0022-3751	1469-7793	10.1113/jphysiol.2005.093807		Behavior; Biochemistry and Molecular Biophysics; Nervous System (Neural Coordination)	02506, Cytology - Animal; 07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 10060, Biochemistry studies - General; 10064, Biochemistry studies - Proteins, peptides and amino acids; 17020, Endocrine - Neuroendocrinology; 20504, Nervous system - Physiology and biochemistry; 20506, Nervous system - Pathology	Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Muridae [86375]; [mouse; (immature; male; strain-CB57BL/6JGL)]	Parkinson's disease; nervous system disease/movement disorder; Movement Disorders (MeSH); nervous system disease	apamin/picrotoxin/NMDA; N-methyl-D-aspartate/glutamate receptor antagonist/GABA-A/6-cyano-7-nitroquinoxaline-2, 3-dione; CNQX					electrical stimulation therapy; therapeutic and prophylactic techniques, clinical techniques	globus pallidus; nervous system/neuron; nervous system/brain; nervous system/subthalamic nucleus/basal ganglia circuitry; nervous system/parasagittal; nervous system/cortico-subthalamic circuitry; nervous system	functional interconnectivity, pharmacological manipulations	Bronze, Green Published			2021-06-29	
J	BCI:BCI200510202918	15693024	Article		Evaluating social influences on food-processing behavior in white-faced capuchins (Cebus capucinus)		O'Malley, Robert C.; Fedigan, Linda M. (fedigan@ucalgary.ca)									American Journal of Physical Anthropology		2005	AUG 2005	127	4	481-491	481	491	English						Interpopulation variability in patterns of food processing, similar to what is described as "traditional" or "cultural" variation in chimpanzees (Pan troglodytes) and orangutans (Pongo pygmaeus), was identified in white-faced capuchins (Cebus capucinus). However, recent comparisons of food processing in capuchins were conducted only at the population level, with relatively little attention given to variability among groups, age/sex classes, or individuals. This paper examines variability in the processing of specific food types within the context of various social networks (i.e., patterns of association, rank, and kinship) among free-ranging Cebus capucinus at Santa Rosa National Park in Costa Rica. We collected data on two groups of white-faced capuchins in 2001, identifying rates of "food interest" for each individual, as well as forms of processing for specific food types. Juveniles exhibited the most interest in the food-processing behavior of other group members, and food interest was directed most frequently toward adult females. We identified distinctive processing techniques for several food items (Luehea candida pods, Sloanea terniflora fruits, and caterpillars) that facilitated comparisons among individuals within groups. Food-processing techniques for Sloanea fruit and caterpillars appeared to vary independently of the social networks examined in this study. However, we found evidence that variation in Luehea candida processing is to some degree linked to both patterns of association and social rank. The potential influence of these variables on observed food processing patterns warrants further scrutiny. (c) 2005 Wiley-Liss, Inc.	Fedigan, Linda M.; Univ Calgary, Dept Anthropol, Calgary, AB T2N 1N4, Canada				0	21		74	12	14			Behavioral Sciences; Nutrition & Dietetics; Life Sciences & Biomedicine - Other Topics	0002-9483	1096-8644	10.1002/ajpa.20095		Behavior; Nutrition; Population Studies	07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 13202, Nutrition - General studies, nutritional status and methods; 37001, Public health - General and miscellaneous; 51504, Plant physiology - Nutrition; 64076, Invertebrata: comparative, experimental morphology, physiology and pathology - Insecta: physiology	Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Mammals, Nonhuman Vertebrates, Nonhuman Primates, Primates, Vertebrates; Cebidae [86200]; [Cebus capucinus; white-faced capuchin; (mature, immature; female, male)]/Insecta, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Lepidoptera [75330]; [caterpillar]/Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Mammals, Nonhuman Vertebrates, Nonhuman Primates, Primates, Vertebrates; Pongidae [86235]; [Pan troglodytes; chimpanzee] [Pongo pygmaeus; orangutan]/Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Tiliaceae [26865]; [Luehea candida] [Sloanea terniflora]					Santa Rosa National Park; Costa Rica, Central America; Neotropical region				manipulation, social influence, interpopulation variability, extractive foraging, food-processing behavior, social tradition, nonhuman culture				2021-06-29	
J	BCI:BCI200510072914	15911871	Article	Literature Review	The cerebellum: Synaptic changes and fear conditioning		Sacchetti, Benedetto; Scelfo, Bibiana; Strata, Piergiorgio (piergiorgio.strata@unito.it)									Neuroscientist		2005	JUN 2005	11	3	217-227	217	227	English						In addition to coordinating movement, the cerebellum participates in motor learning, emotional behavior, and fear memory. Fear learning is reflected in a change of autonomic and somatic responses, such as heart rate and freezing, elicited by a neutral stimulus that has been previously paired with a painful one. Manipulation of the vermis affects these responses, and its reversible inactivation during the consolidation period impairs fear memory. The neural correlate of cerebellar involvement in fear consolidation is provided by a behaviorally induced long-term increase of synaptic efficacy between parallel fibers and a Purkinje cell. Similar synaptic changes after fear conditioning are well documented in the amygdala and hippocampus, providing a link between emotional experiences and changes in neural activity. In addition, in hotfoot mice, with a primary deficiency of parallel fiber to Purkinje cell synapse, short- and long-term fear memories are affected. All these data support the idea that the cerebellum participates in fear learning. The functional interconnection of the vermis with hypothalamus, amygdala, and hippocampus suggests a more complex role of the cerebellum as part of an integrated network regulating emotional behavior.	Strata, Piergiorgio; Univ Turin, Ctr Brain Repair, Dept Neurosci, Corso Raffaello 30, I-10125 Turin, Italy		Scelfo, Bibiana/B-5997-2017	Scelfo, Bibiana/0000-0002-2261-8683; Sacchetti, Benedetto/0000-0002-8695-8310	0	13		62	53	81			Behavioral Sciences; Neurosciences & Neurology	1073-8584	1089-4098	10.1177/1073858405276428		Behavior; Nervous System (Neural Coordination)	02506, Cytology - Animal; 02508, Cytology - Human; 03506, Genetics - Animal; 03508, Genetics - Human; 07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 07004, Behavioral biology - Human behavior; 07005, Behavioral biology - Conditioning; 20504, Nervous system - Physiology and biochemistry	Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human]/Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Muridae [86375]; [rat] [mouse; (mutant)]/Pisces, Vertebrata, Chordata, Animalia; Animals, Chordates, Fish, Nonhuman Vertebrates, Vertebrates; Osteichthyes [85206]; [goldfish]			mouse hotfoot gene [Muridae]					cerebellum; nervous system/hippocampus; nervous system/amygdala; nervous system/hypothalamus; nervous system/vermis; nervous system/Purkinje cell; nervous system; synaptic efficacy	fear conditioning, emotional experience				2021-06-29	
J	BCI:BCI200600073867		Article		Green veining: landscape determinants of biodiversity in European agricultural landscapes		Grashof-Bokdam, Carla J. (carla.grashof@wur.nl) ; van Langevelde, Frank									Landscape Ecology		2005	MAY 2005	20	4	417-439	417	439	English						Many semi-natural landscape elements, the so-called green veining, are disappearing from the intensively used agricultural landscapes of Europe. In order to develop or restore biodiversity in these networks, it is necessary to quantify the relation between biodiversity and amount, spatial arrangement and management intensity of green veining elements. In this review, we investigate whether biodiversity increases with the amount of green veining in an agricultural landscape following the species-area relationship, and whether a certain level of biodiversity can be reached at lower densities of green veining if green veining elements are better connected (higher spatial connectivity) or if they are managed less intensively (lower management intensity). We reviewed studies on aboveground biodiversity in green veining structures in 39 scientific papers on field and experimental studies within Europe. More of these studies focussed on management intensity than on amount or spatial configuration of green veining. Also more studies focussed on the spatial scale of individual landscape elements than on the farm or landscape scale, which may be caused by the large number of studies focussing on plant or invertebrate species. Species living at larger spatial scales, e.g. mammals and birds were not often studied at the level of green veining elements as they also use agricultural fields as part of their habitat. We could not verify the species-area relation for green veining, nor the effect of amount, spatial configuration or management intensity on this relation, because only few studies quantified the found effects and no studies were found on the effect of management intensity or spatial configuration on the species-area curve in green veining. We addressed the most important challenges for future field and model research in order to fill the identified gaps in knowledge.	Grashof-Bokdam, Carla J.; Alterra Green World Res, POB 47, NL-6700 AA Wageningen, Netherlands		Wrbka, Thomas/A-5699-2010	Wrbka, Thomas/0000-0002-1451-9108; Van Langevelde, Frank/0000-0001-8870-0797	1	50		94	36	53			Environmental Sciences & Ecology; Biodiversity & Conservation; Agriculture	0921-2973	1572-9761	10.1007/s10980-004-5646-1		Terrestrial Ecology (Ecology, Environmental Sciences); Biodiversity; Agriculture	07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 52502, Agronomy - Miscellaneous and mixed crops	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird]/Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Vertebrates; Mammalia [85700]; [mammal]					Europe; Palearctic region				biodiversity, species-area relationship, management intensity, agricultural landscape, green veining, semi natural landscape element				2021-06-29	
J	BCI:BCI200510001658	15780857	Article		Behavioral heterogeneity in an animal model of neuropsychiatric lupus		Sakic, Boris (sakic@mcmaster.ca) ; Hanna, Steven E.; Millward, Jason M.									Biological Psychiatry		2005	MAR 15 05	57	6	679-687	679	687	English						Background: Various psychiatric manifestations of unknown etiology are common in systemic autoimmune disease lupus erythematosus (SLE). Profound heterogeneity at clinical and neuropathological levels suggests distinct subpopulations of SLE patients and multiple mechanisms in the pathogenesis of aberrant behavior. Using inbred mice prone to SLE-like condition, we presently examine whether subpopulations of diseased mice can be identified on the basis of their behavioral performance.Methods: Hierarchical cluster analysis was used to classify 105 MRL-lpr males into clusters. Multivariate analysis of variance (MANOVA) and discriminant function analysis were used to detect overall differences and identify discriminative variables.Results: Cluster 1 was characterized by blunted responsiveness to palatable stimulation, as well as increased spleen mass and serum levels of interleukin-1. Cluster 2 comprised of animals with reduced ambulation speed and enlarged spleen. Mice from cluster 3 showed profound dilatation of brain ventricles, reduced brain mass, impaired nutrition and performance in task reflective of emotional reactivity.Conclusions: Present results suggest that systemic autoimmunity compromises brain function via non-Mendelian mechanisms. Although neuroactive cytokines may impair reward systems, brain atrophy seems to underlie deficits in ingestive behavior and emotional reactivity. This study supports the hypothesis that multiple neuroimmunological pathways are involved in the etiology Of aberrant behavior during SLE-like disease.	Sakic, Boris; McMaster Univ, Dept Psychiat and Behav Neurosci, HSC Room 4N81,1200 Main St W, Hamilton, ON L8N 3Z5, Canada			Hanna, Steven/0000-0003-3120-9600; Millward, Jason/0000-0003-4484-2798	1	1		93	20	21			Behavioral Sciences; Immunology	0006-3223		10.1016/j.biopsych.2004.11.037		Behavior; Immune System (Chemical Coordination and Homeostasis)	07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 10064, Biochemistry studies - Proteins, peptides and amino acids; 18006, Bones, joints, fasciae, connective and adipose tissue - Pathology; 20504, Nervous system - Physiology and biochemistry; 20506, Nervous system - Pathology; 34502, Immunology - General and methods; 34508, Immunology - Immunopathology, tissue immunology	Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrate; Muridae [86375]; [mouse; (male)]	neuropsychiatric lupus; nervous system disease, connective tissue disease, behavioral and mental disorders, immune system disease; etiology	interleukin-1/neuroactive cytokines					cluster analysis; mathematical and computer techniques	brain; nervous system	behavioral performance, reward system, palatable stimulation	Green Accepted			2021-06-29	
J	BCI:BCI200510016519	15682346	Article		Assortative interactions and social networks in fish		Croft, D. P. (darren_croft@hotmail.com) ; James, R.; Ward, A. J. W.; Botham, M. S.; Mawdsley, D.; Krause, J.									Oecologia (Berlin)		2005	MAR 05	143	2	211-219	211	219	English						The mechanisms underpinning the structure of social networks in multiple fish populations were investigated. To our knowledge this is the first study to provide replication of social networks and therefore probably the first that allows general conclusions to be drawn. The social networks were all found to have a non-random structure and exhibited 'social cliquishness'. A number of factors were observed to contribute to this structuring. Firstly, social network structure was influenced by body length and shoaling tendency, with individuals interacting more frequently with conspecifics of similar body length and shoaling tendency. Secondly, individuals with many social contacts were found to interact with each other more often than with other conspecifics, a phenomenon known as a 'positive degree correlation'. Finally, repeated interactions between pairs of individuals occurred within the networks more often than expected by random interactions. The observed network structures will have ecological and evolutionary implications. For example, the occurrence of positive degree correlations suggests the possibility that pathogens and information (that are socially transmitted) could spread very fast within the populations. Furthermore, the occurrence of repeated interactions between pairs of individuals fulfils an important pre-requisite for the evolution of reciprocal altruism.	Croft, D. P.; Univ Leeds, Sch Biol, Leeds LS2 9JT, W Yorkshire, UK		Krause, Jens/J-4381-2013; Botham, Marc/F-5425-2011; Croft, Darren P/B-5503-2009; James, Richard/E-5061-2013; Ward, Ashley/B-6227-2011; Krause, Jens/C-2750-2011	Krause, Jens/0000-0002-1289-2857; Croft, Darren P/0000-0001-6869-5097; Ward, Ashley/0000-0003-0842-533X	2	91		39	171	195			Behavioral Sciences; Environmental Sciences & Ecology; Marine & Freshwater Biology	0029-8549		10.1007/s00442-004-1796-8		Behavior; Freshwater Ecology (Ecology, Environmental Sciences); Marine Ecology (Ecology, Environmental Sciences)	07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 07508, Ecology: environmental biology - Animal; 07512, Ecology: environmental biology - Oceanography; 07514, Ecology: environmental biology - Limnology	Pisces, Vertebrata, Chordata, Animalia; Animals, Chordates, Fish, Nonhuman Vertebrates, Vertebrate; Osteichthyes [85206]; [guppy] [stickleback]									social network, body length, assortative interaction, multiple fish population, shoaling tendency, positive degree correlation, reciprocal altruism evolution				2021-06-29	
J	BCI:BCI200510007864	15736977	Article		Engineering gene networks to emulate Drosophila embryonic pattern formation		Isalan, Mark (isalan@embl.de) ; Lemerle, Caroline; Serrano, Luis									PLoS Biology		2005	MAR 2005	3	3	488-496	488	496	English						Pattern formation is essential in the development of higher eukaryotes. For example, in the Drosophila embryo, maternal morphogen gradients establish gap gene expression domain patterning along the anterior-posterior axis, through linkage with an elaborate gene network. To understand the evolution and behaviour of such systems better, it is important to establish the minimal determinants required for patterning. We have therefore engineered artificial transcription-translation networks that generate simple patterns, crudely analogous to the Drosophila gap gene system. The Drosophila syncytium was modelled using DNA-coated paramagnetic beads fixed by magnets in an artificial chamber, forming a gene expression network. Transient expression domain patterns were generated using various levels of network connectivity. Generally, adding more transcription repression interactions increased the "sharpness'' of the pattern while reducing overall expression levels. An accompanying computer model for our system allowed us to search for parameter sets compatible with patterning. While it is clear that the Drosophila embryo is far more complex than our simplified model, several features of interest emerge. For example, the model suggests that simple diffusion may be too rapid for Drosophila-scale patterning, implying that sublocalisation, or "trapping,'' is required. Second, we find that for pattern formation to occur under the conditions of our in vitro reaction-diffusion system, the activator molecules must propagate faster than the inhibitors. Third, adding controlled protease degradation to the system stabilizes pattern formation over time. We have reconstituted transcriptional pattern formation from purified substances, including phage RNA polymerases, ribonucleotides, and an eukaryotic translation extract. We anticipate that the system described here will be generally applicable to the study of any biological network with a spatial component.	Isalan, Mark; European Mol Biol Lab, Heidelberg, Germany		Serrano, Luis/B-3355-2013; Cheng, Hsin-Li/D-2876-2012	Serrano, Luis/0000-0002-5276-1392; Isalan, Mark/0000-0002-4652-0365	0	6		80	64	93			Genetics & Heredity; Mathematical & Computational Biology	1544-9173	1545-7885	10.1371/journal.pbio.0030064		Molecular Genetics (Biochemistry and Molecular Biophysics); Models and Simulations (Computational Biology)	03502, Genetics - General; 03506, Genetics - Animal; 04500, Mathematical biology and statistical methods; 10515, Biophysics - Biocybernetics; 10802, Enzymes - General and comparative studies: coenzymes; 25502, Development and Embryology - General and descriptive; 64076, Invertebrata: comparative, experimental morphology, physiology and pathology - Insecta: physiology	Insecta, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Diptera [75314]; [Drosophila; (embryo)]		protease; (EC 3.4.21.7)/RNA polymerase; (EC 2.7.7.6)/ribonucleotides					computer modeling; mathematical and computer techniques	gene expression network	development, pattern formation, gene network, artificial transcription-translation network	DOAJ Gold, Green Published			2021-06-29	
J	BCI:BCI200510046989	15731006	Article		The translational regulator CPEB1 provides a link between dcp1 bodies and stress granules		Wilczynska, A.; Aigueperse, C.; Kress, M.; Dautry, F.; Weil, D. (weil@vjf.cnrs.fr)									Journal of Cell Science		2005	MAR 1 2005	118	5	981-992	981	992	English						The cytoplasmic polyadenylation element-binding protein (CPEB) has been characterized in Xenopus laevis as a translational regulator. During the early development, it behaves first as an inhibitor and later as an activator of translation. In mammals, its closest homologue is CPEB1 for which two isoforms, short and long, have been described. Here we describe an additional isoform with a different RNA recognition motif, which is differentially expressed in the brain and ovary. We show that all CPEB1 isoforms are found associated with two previously described cytoplasmic structures, stress granules and dcp1 bodies. This association requires the RNA binding ability of the protein, whereas the Aurora A phosphorylation site is dispensable. Interestingly, the rck/p54 DEAD box protein, which is known as a CPEB partner in Xenopus and clam, and as a component of dcp1 bodies in mammals, is also present in stress granules. Both stress granules and dcp1 bodies are involved in mRNA storage and/or degradation, although so far no link has been made between the two, in terms of neither morphology nor protein content. Here we show that transient CPEB1 expression induces the assembly of stress granules, which in turn recruit dcp1 bodies. This dynamic connection between the two structures sheds new light on the compartmentalization of mRNA metabolism in the cytoplasm.	Weil, D.; Inst Andre Lwoff, CNRS UPR 1983, 7 Rue Guy Moquet, F-94801 Villejuif, France		WEIL, Dominique/AAE-4214-2020	WEIL, Dominique/0000-0001-7630-1772; Wilczynska, Ania/0000-0003-4548-9367	0	8		34	191	211			Neurosciences & Neurology; Endocrinology & Metabolism; Biochemistry & Molecular Biology; Reproductive Biology	0021-9533	1477-9137	10.1242/jcs.01692		Nervous System (Neural Coordination); Metabolism; Biochemistry and Molecular Biophysics; Reproductive System (Reproduction)	10060, Biochemistry studies - General; 13002, Metabolism - General metabolism and metabolic pathways; 16504, Reproductive system - Physiology and biochemistry; 20504, Nervous system - Physiology and biochemistry	Amphibia, Vertebrata, Chordata, Animalia; Amphibians, Animals, Chordates, Nonhuman Vertebrates, Vertebrates; Salientia [85306]; [Xenopus laevis]		Aurora A/RNA recognition motif/dcp1/cytoplasmic polvadenylation element-binding protein 1; CPEB1; (expression)/rck/p54/DEAD box protein						brain; nervous system/ovary; reproductive system/cytoplasm	stress granule	Bronze			2021-06-29	
J	BCI:BCI200600206901	16285861	Article		Evolutionary genetics of reproductive behavior in Drosophila: Connecting the dots		Markow, Therese Ann (tmarkow@arl.arizona.edu) ; O'Grady, Patrick M. (pogrady@uvm.edu)									Annual Review of Genetics		2005		39		263-291	263	291	English						Species of the genus Drosophila exhibit enormous variation in all of their reproductive behaviors: resource use and specialization, courtship signaling, sperm utilization, and female remating. The genetic bases of this variability and its evolution are poorly understood. At the same time, Drosophila comparative genomics now has developed to a point at which approaches previously only possible with D. melanogaster can be exploited to address these questions. We have taken advantage of the known phylogenetic relationships of this group of flies not only to place these behaviors in an evolutionary framework, but to provide a roadmap for future genetic studies.	Markow, Therese Ann; Univ Arizona, Dept Ecol and Evolutionary Biol, Tucson, AZ 85721 USA		O'Grady, Patrick/J-3421-2019	O'Grady, Patrick/0000-0002-6075-8951	1	52		167	102	118			Behavioral Sciences; Genetics & Heredity; Reproductive Biology; Evolutionary Biology	0066-4197	1545-2948	10.1146/annurev.genet.39.073003.112454		Behavior; Genetics; Reproduction; Evolution and Adaptation	01500, Evolution; 03502, Genetics - General; 03506, Genetics - Animal; 07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 16504, Reproductive system - Physiology and biochemistry; 64076, Invertebrata: comparative, experimental morphology, physiology and pathology - Insecta: physiology	Insecta, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Diptera [75314]; [Drosophila melanogaster]									genomics, phylogenetics				2021-06-29	
