,Focal.Letter,Social.Partner,Treatment.Period,Group.ID.Populations,Treatment,num_interactions,ordered.pair.period,scans.where.at.least.1.seen,SRI
1347,HA,SP,2,C4,Control,1,HA_SP_2,39,0.025641026
1348,HA,SS,2,C4,Control,5,HA_SS_2,43,0.11627907
1349,HA,ST,1,C4,Control,1,HA_ST_1,43,0.023255814
1350,HA,ST,2,C4,Control,1,HA_ST_2,46,0.02173913
1351,HA,SU,1,C4,Control,1,HA_SU_1,38,0.026315789
1352,HC,HA,1,C4,Control,1,HA_HC_1,47,0.021276596
1353,HC,HA,2,C4,Control,1,HA_HC_2,46,0.02173913
1354,HC,HD,1,C4,Control,7,HC_HD_1,47,0.14893617
1355,HC,HD,2,C4,Control,1,HC_HD_2,48,0.020833333
1356,HC,HH,1,C4,Control,1,HC_HH_1,47,0.021276596
1357,HC,HK,1,C4,Control,3,HC_HK_1,47,0.063829787
1358,HC,HK,2,C4,Control,1,HC_HK_2,46,0.02173913
1359,HC,HL,2,C4,Control,4,HC_HL_2,47,0.085106383
1360,HC,HO,2,C4,Control,1,HC_HO_2,43,0.023255814
1361,HC,HP,2,C4,Control,1,HC_HP_2,47,0.021276596
1362,HC,HU,2,C4,Control,1,HC_HU_2,42,0.023809524
1363,HC,HX,2,C4,Control,2,HC_HX_2,43,0.046511628
1364,HC,HZ,2,C4,Control,1,HC_HZ_2,44,0.022727273
1365,HC,SA,1,C4,Control,3,HC_SA_1,46,0.065217391
1366,HC,SC,1,C4,Control,3,HC_SC_1,46,0.065217391
1367,HC,SC,2,C4,Control,1,HC_SC_2,39,0.025641026
1368,HC,SD,2,C4,Control,1,HC_SD_2,39,0.025641026
1369,HC,SE,1,C4,Control,9,HC_SE_1,46,0.195652174
1370,HC,SK,1,C4,Control,1,HC_SK_1,47,0.021276596
1371,HC,SL,1,C4,Control,10,HC_SL_1,45,0.222222222
1372,HC,SL,2,C4,Control,4,HC_SL_2,45,0.088888889
1373,HC,SO,2,C4,Control,1,HC_SO_2,41,0.024390244
1374,HC,SP,2,C4,Control,1,HC_SP_2,42,0.023809524
1375,HC,ST,1,C4,Control,1,HC_ST_1,47,0.021276596
1376,HC,ST,2,C4,Control,4,HC_ST_2,47,0.085106383
1377,HC,SZ,2,C4,Control,1,HC_SZ_2,42,0.023809524
1378,HD,HC,1,C4,Control,7,HC_HD_1,47,0.14893617
1379,HD,HC,2,C4,Control,1,HC_HD_2,48,0.020833333
1380,HD,HE,1,C4,Control,1,HD_HE_1,47,0.021276596
1381,HD,HH,1,C4,Control,1,HD_HH_1,47,0.021276596
1382,HD,HH,2,C4,Control,1,HD_HH_2,47,0.021276596
1383,HD,HK,1,C4,Control,2,HD_HK_1,47,0.042553191
1384,HD,HK,2,C4,Control,1,HD_HK_2,48,0.020833333
1385,HD,HL,1,C4,Control,1,HD_HL_1,47,0.021276596
1386,HD,HL,2,C4,Control,1,HD_HL_2,48,0.020833333
1387,HD,HM,1,C4,Control,1,HD_HM_1,47,0.021276596
1388,HD,HM,2,C4,Control,2,HD_HM_2,45,0.044444444
1389,HD,HP,1,C4,Control,1,HD_HP_1,47,0.021276596
1390,HD,HV,1,C4,Control,1,HD_HV_1,47,0.021276596
1391,HD,HX,2,C4,Control,1,HD_HX_2,47,0.021276596
1392,HD,HZ,2,C4,Control,2,HD_HZ_2,47,0.042553191
1393,HD,SA,1,C4,Control,5,HD_SA_1,47,0.106382979
1394,HD,SA,2,C4,Control,3,HD_SA_2,47,0.063829787
1395,HD,SC,2,C4,Control,1,HD_SC_2,45,0.022222222
1396,HD,SE,1,C4,Control,5,HD_SE_1,47,0.106382979
1397,HD,SE,2,C4,Control,4,HD_SE_2,47,0.085106383
1398,HD,SL,1,C4,Control,5,HD_SL_1,46,0.108695652
1399,HD,SL,2,C4,Control,1,HD_SL_2,46,0.02173913
1400,HD,SP,2,C4,Control,2,HD_SP_2,47,0.042553191
1401,HD,SS,2,C4,Control,7,HD_SS_2,46,0.152173913
1402,HD,ST,1,C4,Control,1,HD_ST_1,46,0.02173913
1403,HD,ST,2,C4,Control,1,HD_ST_2,47,0.021276596
1404,HD,SU,1,C4,Control,2,HD_SU_1,47,0.042553191
1405,HD,SU,2,C4,Control,2,HD_SU_2,46,0.043478261
1406,HD,SZ,2,C4,Control,1,HD_SZ_2,47,0.021276596
1407,HE,HD,1,C4,Control,1,HD_HE_1,47,0.021276596
1408,HE,HK,1,C4,Control,2,HE_HK_1,44,0.045454545
1409,HE,HL,1,C4,Control,1,HE_HL_1,46,0.02173913
1410,HE,HO,1,C4,Control,2,HE_HO_1,45,0.044444444
1411,HE,HP,1,C4,Control,2,HE_HP_1,47,0.042553191
1412,HE,HP,2,C4,Control,1,HE_HP_2,47,0.021276596
1413,HE,HZ,1,C4,Control,2,HE_HZ_1,43,0.046511628
1414,HE,SA,1,C4,Control,2,HE_SA_1,44,0.045454545
1415,HE,SA,2,C4,Control,2,HE_SA_2,40,0.05
1416,HE,SC,1,C4,Control,2,HE_SC_1,45,0.044444444
1417,HE,SD,1,C4,Control,1,HE_SD_1,43,0.023255814
1418,HE,SK,1,C4,Control,3,HE_SK_1,45,0.066666667
1419,HE,SL,2,C4,Control,2,HE_SL_2,41,0.048780488
1420,HE,SM,2,C4,Control,1,HE_SM_2,42,0.023809524
1421,HE,SO,1,C4,Control,2,HE_SO_1,43,0.046511628
1422,HE,SP,1,C4,Control,1,HE_SP_1,43,0.023255814
1423,HE,SS,1,C4,Control,2,HE_SS_1,43,0.046511628
1424,HE,SS,2,C4,Control,1,HE_SS_2,40,0.025
1425,HE,ST,1,C4,Control,2,HE_ST_1,45,0.044444444
1426,HE,SU,1,C4,Control,1,HE_SU_1,46,0.02173913
1427,HE,SU,2,C4,Control,1,HE_SU_2,43,0.023255814
1428,HE,SX,2,C4,Control,1,HE_SX_2,35,0.028571429
1429,HE,SZ,1,C4,Control,1,HE_SZ_1,45,0.022222222
1430,HE,SZ,2,C4,Control,1,HE_SZ_2,35,0.028571429
1431,HH,HA,1,C4,Control,1,HA_HH_1,46,0.02173913
1432,HH,HC,1,C4,Control,1,HC_HH_1,47,0.021276596
1433,HH,HD,1,C4,Control,1,HD_HH_1,47,0.021276596
1434,HH,HD,2,C4,Control,1,HD_HH_2,47,0.021276596
1435,HH,HL,2,C4,Control,2,HH_HL_2,48,0.041666667
1436,HH,HM,2,C4,Control,2,HH_HM_2,46,0.043478261
1437,HH,HO,1,C4,Control,1,HH_HO_1,46,0.02173913
1438,HH,HP,2,C4,Control,4,HH_HP_2,47,0.085106383
1439,HH,HT,1,C4,Control,1,HH_HT_1,47,0.021276596
1440,HH,HV,2,C4,Control,1,HH_HV_2,44,0.022727273
1441,HH,HZ,2,C4,Control,2,HH_HZ_2,47,0.042553191
1442,HH,SA,1,C4,Control,1,HH_SA_1,46,0.02173913
1443,HH,SA,2,C4,Control,2,HH_SA_2,45,0.044444444
1444,HH,SD,2,C4,Control,1,HH_SD_2,44,0.022727273
1445,HH,SE,2,C4,Control,3,HH_SE_2,47,0.063829787
1446,HH,SK,1,C4,Control,4,HH_SK_1,44,0.090909091
1447,HH,SK,2,C4,Control,2,HH_SK_2,45,0.044444444
1448,HH,SL,1,C4,Control,1,HH_SL_1,46,0.02173913
1449,HH,SM,2,C4,Control,12,HH_SM_2,46,0.260869565
1450,HH,SP,1,C4,Control,2,HH_SP_1,43,0.046511628
1451,HH,SS,2,C4,Control,2,HH_SS_2,46,0.043478261
1452,HH,ST,1,C4,Control,1,HH_ST_1,46,0.02173913
1453,HH,ST,2,C4,Control,2,HH_ST_2,48,0.041666667
1454,HH,SU,2,C4,Control,3,HH_SU_2,46,0.065217391
1455,HH,SZ,1,C4,Control,3,HH_SZ_1,43,0.069767442
1456,HK,HA,2,C4,Control,2,HA_HK_2,48,0.041666667
1457,HK,HC,1,C4,Control,3,HC_HK_1,47,0.063829787
1458,HK,HC,2,C4,Control,1,HC_HK_2,46,0.02173913
1459,HK,HD,1,C4,Control,2,HD_HK_1,47,0.042553191
1460,HK,HD,2,C4,Control,1,HD_HK_2,48,0.020833333
1461,HK,HE,1,C4,Control,2,HE_HK_1,44,0.045454545
1462,HK,HL,1,C4,Control,1,HK_HL_1,45,0.022222222
1463,HK,HL,2,C4,Control,1,HK_HL_2,48,0.020833333
1464,HK,HO,1,C4,Control,1,HK_HO_1,40,0.025
1465,HK,HO,2,C4,Control,3,HK_HO_2,47,0.063829787
1466,HK,HP,2,C4,Control,4,HK_HP_2,48,0.083333333
1467,HK,SA,1,C4,Control,3,HK_SA_1,36,0.083333333
1468,HK,SA,2,C4,Control,1,HK_SA_2,46,0.02173913
1469,HK,SD,2,C4,Control,2,HK_SD_2,45,0.044444444
1470,HK,SE,1,C4,Control,2,HK_SE_1,42,0.047619048
1471,HK,SE,2,C4,Control,2,HK_SE_2,48,0.041666667
1472,HK,SK,1,C4,Control,1,HK_SK_1,40,0.025
1473,HK,SK,2,C4,Control,3,HK_SK_2,48,0.0625
1474,HK,SL,1,C4,Control,3,HK_SL_1,45,0.066666667
1475,HK,SL,2,C4,Control,6,HK_SL_2,46,0.130434783
1476,HK,SP,2,C4,Control,4,HK_SP_2,46,0.086956522
1477,HK,SS,1,C4,Control,2,HK_SS_1,33,0.060606061
1478,HK,ST,1,C4,Control,2,HK_ST_1,44,0.045454545
1479,HK,ST,2,C4,Control,1,HK_ST_2,46,0.02173913
1480,HK,SU,2,C4,Control,4,HK_SU_2,46,0.086956522
1481,HL,HC,2,C4,Control,4,HC_HL_2,47,0.085106383
1482,HL,HD,1,C4,Control,2,HD_HL_1,47,0.042553191
1483,HL,HD,2,C4,Control,1,HD_HL_2,48,0.020833333
1484,HL,HE,1,C4,Control,1,HE_HL_1,46,0.02173913
1485,HL,HH,2,C4,Control,2,HH_HL_2,48,0.041666667
1486,HL,HK,1,C4,Control,1,HK_HL_1,45,0.022222222
1487,HL,HK,2,C4,Control,1,HK_HL_2,48,0.020833333
1488,HL,HU,2,C4,Control,1,HL_HU_2,46,0.02173913
1489,HL,HV,1,C4,Control,1,HL_HV_1,41,0.024390244
1490,HL,HV,2,C4,Control,1,HL_HV_2,47,0.021276596
1491,HL,HZ,2,C4,Control,1,HL_HZ_2,47,0.021276596
1492,HL,SA,1,C4,Control,1,HL_SA_1,45,0.022222222
1493,HL,SC,1,C4,Control,2,HL_SC_1,43,0.046511628
1494,HL,SC,2,C4,Control,2,HL_SC_2,44,0.045454545
1495,HL,SE,1,C4,Control,3,HL_SE_1,45,0.066666667
1496,HL,SE,2,C4,Control,3,HL_SE_2,48,0.0625
1497,HL,SK,1,C4,Control,2,HL_SK_1,42,0.047619048
1498,HL,SK,2,C4,Control,1,HL_SK_2,48,0.020833333
1499,HL,SL,1,C4,Control,1,HL_SL_1,42,0.023809524
1500,HL,SL,2,C4,Control,3,HL_SL_2,48,0.0625
1501,HL,SM,2,C4,Control,4,HL_SM_2,46,0.086956522
1502,HL,SP,1,C4,Control,2,HL_SP_1,36,0.055555556
1503,HL,SP,2,C4,Control,2,HL_SP_2,45,0.044444444
1504,HL,ST,2,C4,Control,4,HL_ST_2,48,0.083333333
1505,HL,SU,1,C4,Control,2,HL_SU_1,40,0.05
1506,HL,SU,2,C4,Control,1,HL_SU_2,46,0.02173913
1507,HL,SV,1,C4,Control,2,HL_SV_1,37,0.054054054
1508,HL,SV,2,C4,Control,1,HL_SV_2,45,0.022222222
1509,HL,SX,2,C4,Control,1,HL_SX_2,44,0.022727273
1510,HL,SZ,2,C4,Control,1,HL_SZ_2,46,0.02173913
1511,HM,HA,1,C4,Control,1,HA_HM_1,46,0.02173913
1512,HM,HD,1,C4,Control,1,HD_HM_1,47,0.021276596
1513,HM,HD,2,C4,Control,2,HD_HM_2,45,0.044444444
1514,HM,HH,2,C4,Control,2,HH_HM_2,46,0.043478261
1515,HM,HO,2,C4,Control,1,HM_HO_2,45,0.022222222
1516,HM,HP,1,C4,Control,1,HM_HP_1,47,0.021276596
1517,HM,HP,2,C4,Control,1,HM_HP_2,48,0.020833333
1518,HM,HV,1,C4,Control,2,HM_HV_1,41,0.048780488
1519,HM,HX,2,C4,Control,1,HM_HX_2,46,0.02173913
1520,HM,SA,2,C4,Control,5,HM_SA_2,43,0.11627907
1521,HM,SE,1,C4,Control,4,HM_SE_1,43,0.093023256
1522,HM,SE,2,C4,Control,2,HM_SE_2,46,0.043478261
1523,HM,SK,2,C4,Control,2,HM_SK_2,44,0.045454545
1524,HM,SL,1,C4,Control,1,HM_SL_1,45,0.022222222
1525,HM,SL,2,C4,Control,3,HM_SL_2,45,0.066666667
1526,HM,SM,1,C4,Control,2,HM_SM_1,46,0.043478261
1527,HM,SO,1,C4,Control,5,HM_SO_1,42,0.119047619
1528,HM,SP,1,C4,Control,2,HM_SP_1,44,0.045454545
1529,HM,SP,2,C4,Control,2,HM_SP_2,45,0.044444444
1530,HM,SS,2,C4,Control,3,HM_SS_2,44,0.068181818
1531,HM,ST,2,C4,Control,5,HM_ST_2,47,0.106382979
1532,HM,SU,1,C4,Control,3,HM_SU_1,42,0.071428571
1533,HM,SU,2,C4,Control,1,HM_SU_2,45,0.022222222
1534,HM,SV,2,C4,Control,1,HM_SV_2,41,0.024390244
1535,HM,SX,1,C4,Control,3,HM_SX_1,42,0.071428571
1536,HO,HC,2,C4,Control,1,HC_HO_2,43,0.023255814
1537,HO,HE,1,C4,Control,2,HE_HO_1,45,0.044444444
1538,HO,HH,1,C4,Control,1,HH_HO_1,46,0.02173913
1539,HO,HK,1,C4,Control,1,HK_HO_1,40,0.025
1540,HO,HK,2,C4,Control,3,HK_HO_2,47,0.063829787
1541,HO,HM,2,C4,Control,1,HM_HO_2,45,0.022222222
1542,HO,HP,2,C4,Control,2,HO_HP_2,47,0.042553191
1543,HO,HT,1,C4,Control,2,HO_HT_1,35,0.057142857
1544,HO,HU,1,C4,Control,1,HO_HU_1,41,0.024390244
1545,HO,HU,2,C4,Control,1,HO_HU_2,42,0.023809524
1546,HO,HX,2,C4,Control,1,HO_HX_2,43,0.023255814
1547,HO,SA,2,C4,Control,1,HO_SA_2,39,0.025641026
1548,HO,SK,1,C4,Control,2,HO_SK_1,41,0.048780488
1549,HO,SK,2,C4,Control,4,HO_SK_2,40,0.1
1550,HO,SL,2,C4,Control,3,HO_SL_2,43,0.069767442
1551,HO,SP,2,C4,Control,2,HO_SP_2,41,0.048780488
1552,HO,SS,2,C4,Control,1,HO_SS_2,44,0.022727273
1553,HO,ST,1,C4,Control,5,HO_ST_1,40,0.125
1554,HO,ST,2,C4,Control,4,HO_ST_2,47,0.085106383
1555,HO,SU,2,C4,Control,4,HO_SU_2,43,0.093023256
1556,HO,SX,2,C4,Control,2,HO_SX_2,38,0.052631579
1557,HO,SZ,1,C4,Control,1,HO_SZ_1,38,0.026315789
1558,HP,HC,2,C4,Control,1,HC_HP_2,47,0.021276596
1559,HP,HD,1,C4,Control,1,HD_HP_1,47,0.021276596
1560,HP,HE,1,C4,Control,2,HE_HP_1,47,0.042553191
1561,HP,HE,2,C4,Control,1,HE_HP_2,47,0.021276596
1562,HP,HH,2,C4,Control,4,HH_HP_2,47,0.085106383
1563,HP,HK,2,C4,Control,4,HK_HP_2,48,0.083333333
1564,HP,HM,1,C4,Control,1,HM_HP_1,47,0.021276596
1565,HP,HM,2,C4,Control,1,HM_HP_2,48,0.020833333
1566,HP,HO,2,C4,Control,2,HO_HP_2,47,0.042553191
1567,HP,HT,1,C4,Control,2,HP_HT_1,47,0.042553191
1568,HP,HV,1,C4,Control,1,HP_HV_1,47,0.021276596
1569,HP,SC,1,C4,Control,3,HP_SC_1,47,0.063829787
1570,HP,SC,2,C4,Control,4,HP_SC_2,47,0.085106383
1571,HP,SK,1,C4,Control,1,HP_SK_1,47,0.021276596
1572,HP,SK,2,C4,Control,8,HP_SK_2,47,0.170212766
1573,HP,SL,1,C4,Control,3,HP_SL_1,47,0.063829787
1574,HP,SL,2,C4,Control,3,HP_SL_2,48,0.0625
1575,HP,SM,1,C4,Control,2,HP_SM_1,47,0.042553191
1576,HP,SM,2,C4,Control,4,HP_SM_2,48,0.083333333
1577,HP,SP,2,C4,Control,1,HP_SP_2,47,0.021276596
1578,HP,ST,2,C4,Control,4,HP_ST_2,48,0.083333333
1579,HP,SU,1,C4,Control,2,HP_SU_1,47,0.042553191
1580,HP,SU,2,C4,Control,4,HP_SU_2,48,0.083333333
1581,HP,SV,1,C4,Control,1,HP_SV_1,47,0.021276596
1582,HP,SX,1,C4,Control,4,HP_SX_1,47,0.085106383
1583,HT,HH,1,C4,Control,1,HH_HT_1,47,0.021276596
1584,HT,HO,1,C4,Control,2,HO_HT_1,35,0.057142857
1585,HT,HP,1,C4,Control,2,HP_HT_1,47,0.042553191
1586,HT,HU,1,C4,Control,2,HT_HU_1,42,0.047619048
1587,HT,HZ,2,C4,Control,1,HT_HZ_2,36,0.027777778
1588,HT,SK,1,C4,Control,5,HT_SK_1,42,0.119047619
1589,HT,SM,1,C4,Control,1,HT_SM_1,46,0.02173913
1590,HT,ST,1,C4,Control,3,HT_ST_1,41,0.073170732
1591,HT,SZ,2,C4,Control,1,HT_SZ_2,25,0.04
1592,HU,HC,2,C4,Control,1,HC_HU_2,42,0.023809524
1593,HU,HL,2,C4,Control,1,HL_HU_2,46,0.02173913
1594,HU,HO,1,C4,Control,1,HO_HU_1,41,0.024390244
1595,HU,HO,2,C4,Control,1,HO_HU_2,42,0.023809524
1596,HU,HT,1,C4,Control,2,HT_HU_1,42,0.047619048
1597,HU,HZ,2,C4,Control,1,HU_HZ_2,41,0.024390244
1598,HU,SD,1,C4,Control,1,HU_SD_1,34,0.029411765
1599,HU,SE,2,C4,Control,4,HU_SE_2,42,0.095238095
1600,HU,SK,1,C4,Control,4,HU_SK_1,40,0.1
1601,HU,SK,2,C4,Control,2,HU_SK_2,36,0.055555556
1602,HU,SL,2,C4,Control,3,HU_SL_2,43,0.069767442
1603,HU,SM,1,C4,Control,4,HU_SM_1,42,0.095238095
1604,HU,SO,1,C4,Control,1,HU_SO_1,36,0.027777778
1605,HU,SS,1,C4,Control,3,HU_SS_1,35,0.085714286
1606,HU,SS,2,C4,Control,4,HU_SS_2,40,0.1
1607,HU,ST,1,C4,Control,1,HU_ST_1,43,0.023255814
1608,HU,ST,2,C4,Control,1,HU_ST_2,45,0.022222222
1609,HU,SU,1,C4,Control,3,HU_SU_1,38,0.078947368
1610,HU,SV,1,C4,Control,1,HU_SV_1,37,0.027027027
1611,HU,SX,2,C4,Control,1,HU_SX_2,34,0.029411765
1612,HV,HD,1,C4,Control,1,HD_HV_1,47,0.021276596
1613,HV,HH,2,C4,Control,1,HH_HV_2,44,0.022727273
1614,HV,HL,1,C4,Control,1,HL_HV_1,41,0.024390244
1615,HV,HL,2,C4,Control,1,HL_HV_2,47,0.021276596
1616,HV,HM,1,C4,Control,2,HM_HV_1,41,0.048780488
1617,HV,HP,1,C4,Control,1,HP_HV_1,47,0.021276596
1618,HV,HZ,2,C4,Control,1,HV_HZ_2,43,0.023255814
1619,HV,SA,2,C4,Control,1,HV_SA_2,39,0.025641026
1620,HV,SE,1,C4,Control,1,HV_SE_1,39,0.025641026
1621,HV,SE,2,C4,Control,4,HV_SE_2,45,0.088888889
1622,HV,SK,2,C4,Control,1,HV_SK_2,38,0.026315789
1623,HV,SM,1,C4,Control,5,HV_SM_1,44,0.113636364
1624,HV,SM,2,C4,Control,1,HV_SM_2,43,0.023255814
1625,HV,SO,2,C4,Control,2,HV_SO_2,30,0.066666667
1626,HV,SP,1,C4,Control,1,HV_SP_1,26,0.038461538
1627,HV,SP,2,C4,Control,1,HV_SP_2,38,0.026315789
1628,HV,SS,2,C4,Control,2,HV_SS_2,41,0.048780488
1629,HV,ST,2,C4,Control,1,HV_ST_2,43,0.023255814
1630,HV,SU,1,C4,Control,1,HV_SU_1,27,0.037037037
1631,HV,SX,1,C4,Control,1,HV_SX_1,33,0.03030303
1632,HV,SZ,2,C4,Control,1,HV_SZ_2,37,0.027027027
1633,HX,HA,1,C4,Control,1,HA_HX_1,46,0.02173913
1634,HX,HC,2,C4,Control,2,HC_HX_2,43,0.046511628
1635,HX,HD,2,C4,Control,1,HD_HX_2,47,0.021276596
1636,HX,HM,2,C4,Control,1,HM_HX_2,46,0.02173913
1637,HX,HO,2,C4,Control,1,HO_HX_2,43,0.023255814
1638,HX,HZ,1,C4,Control,2,HX_HZ_1,44,0.045454545
1639,HX,SA,2,C4,Control,3,HX_SA_2,39,0.076923077
1640,HX,SC,2,C4,Control,1,HX_SC_2,40,0.025
1641,HX,SE,1,C4,Control,1,HX_SE_1,45,0.022222222
1642,HX,SK,2,C4,Control,1,HX_SK_2,40,0.025
1643,HX,SL,2,C4,Control,1,HX_SL_2,43,0.023255814
1644,HX,SM,1,C4,Control,10,HX_SM_1,45,0.222222222
1645,HX,SP,2,C4,Control,1,HX_SP_2,41,0.024390244
1646,HX,SS,1,C4,Control,1,HX_SS_1,45,0.022222222
1647,HX,SS,2,C4,Control,4,HX_SS_2,42,0.095238095
1648,HX,ST,1,C4,Control,1,HX_ST_1,47,0.021276596
1649,HX,SU,2,C4,Control,1,HX_SU_2,43,0.023255814
1650,HX,SV,1,C4,Control,1,HX_SV_1,45,0.022222222
1651,HX,SV,2,C4,Control,1,HX_SV_2,38,0.026315789
1652,HX,SX,1,C4,Control,1,HX_SX_1,45,0.022222222
1653,HX,SX,2,C4,Control,1,HX_SX_2,42,0.023809524
1654,HX,SZ,1,C4,Control,1,HX_SZ_1,43,0.023255814
1655,HZ,HC,2,C4,Control,1,HC_HZ_2,44,0.022727273
1656,HZ,HD,2,C4,Control,2,HD_HZ_2,47,0.042553191
1657,HZ,HE,1,C4,Control,2,HE_HZ_1,43,0.046511628
1658,HZ,HH,2,C4,Control,2,HH_HZ_2,47,0.042553191
1659,HZ,HL,2,C4,Control,1,HL_HZ_2,47,0.021276596
1660,HZ,HT,2,C4,Control,1,HT_HZ_2,36,0.027777778
1661,HZ,HU,2,C4,Control,1,HU_HZ_2,41,0.024390244
1662,HZ,HV,2,C4,Control,1,HV_HZ_2,43,0.023255814
1663,HZ,HX,1,C4,Control,2,HX_HZ_1,44,0.045454545
1664,HZ,SE,2,C4,Control,7,HZ_SE_2,45,0.155555556
1665,HZ,SL,2,C4,Control,2,HZ_SL_2,45,0.044444444
1666,HZ,SM,1,C4,Control,2,HZ_SM_1,45,0.044444444
1667,HZ,SM,2,C4,Control,2,HZ_SM_2,45,0.044444444
1668,HZ,SS,2,C4,Control,1,HZ_SS_2,47,0.021276596
1669,HZ,ST,1,C4,Control,1,HZ_ST_1,42,0.023809524
1670,HZ,SU,2,C4,Control,3,HZ_SU_2,46,0.065217391
1671,HZ,SZ,2,C4,Control,1,HZ_SZ_2,42,0.023809524
1672,KA,KC,1,T1,Treatment,1,KA_KC_1,42,0.023809524
1673,KA,KE,2,T1,Treatment,1,KA_KE_2,45,0.022222222
1674,KA,KK,2,T1,Treatment,1,KA_KK_2,44,0.022727273
1675,KA,KL,2,T1,Treatment,1,KA_KL_2,47,0.021276596
1676,KA,KM,2,T1,Treatment,1,KA_KM_2,46,0.02173913
1677,KA,KO,1,T1,Treatment,3,KA_KO_1,44,0.068181818
1678,KA,KO,2,T1,Treatment,1,KA_KO_2,43,0.023255814
1679,KA,KS,1,T1,Treatment,1,KA_KS_1,38,0.026315789
1680,KA,KZ,2,T1,Treatment,2,KA_KZ_2,47,0.042553191
1681,KA,UC,1,T1,Treatment,1,KA_UC_1,41,0.024390244
1682,KA,UE,1,T1,Treatment,1,KA_UE_1,33,0.03030303
1683,KA,UE,2,T1,Treatment,1,KA_UE_2,44,0.022727273
1684,KA,UH,1,T1,Treatment,2,KA_UH_1,37,0.054054054
1685,KA,UH,2,T1,Treatment,6,KA_UH_2,41,0.146341463
1686,KA,UL,2,T1,Treatment,2,KA_UL_2,42,0.047619048
1687,KA,UM,1,T1,Treatment,1,KA_UM_1,34,0.029411765
1688,KA,UU,2,T1,Treatment,10,KA_UU_2,43,0.23255814
1689,KA,UX,1,T1,Treatment,1,KA_UX_1,31,0.032258065
1690,KA,UX,2,T1,Treatment,2,KA_UX_2,42,0.047619048
1691,KA,UZ,1,T1,Treatment,1,KA_UZ_1,36,0.027777778
1692,KC,KA,1,T1,Treatment,1,KA_KC_1,42,0.023809524
1693,KC,KE,1,T1,Treatment,1,KC_KE_1,46,0.02173913
1694,KC,KE,2,T1,Treatment,1,KC_KE_2,46,0.02173913
1695,KC,KH,1,T1,Treatment,1,KC_KH_1,43,0.023255814
1696,KC,KH,2,T1,Treatment,1,KC_KH_2,48,0.020833333
1697,KC,KM,2,T1,Treatment,1,KC_KM_2,48,0.020833333
1698,KC,KO,1,T1,Treatment,2,KC_KO_1,45,0.044444444
1699,KC,KS,1,T1,Treatment,1,KC_KS_1,42,0.023809524
1700,KC,KS,2,T1,Treatment,1,KC_KS_2,48,0.020833333
1701,KC,KV,1,T1,Treatment,1,KC_KV_1,41,0.024390244
1702,KC,KZ,1,T1,Treatment,1,KC_KZ_1,45,0.022222222
1703,KC,KZ,2,T1,Treatment,2,KC_KZ_2,48,0.041666667
1704,KC,UA,1,T1,Treatment,2,KC_UA_1,45,0.044444444
1705,KC,UC,1,T1,Treatment,3,KC_UC_1,43,0.069767442
1706,KC,UC,2,T1,Treatment,1,KC_UC_2,44,0.022727273
1707,KC,UD,1,T1,Treatment,2,KC_UD_1,46,0.043478261
1708,KC,UD,2,T1,Treatment,2,KC_UD_2,46,0.043478261
1709,KC,UE,1,T1,Treatment,1,KC_UE_1,40,0.025
1710,KC,UE,2,T1,Treatment,4,KC_UE_2,46,0.086956522
1711,KC,UH,1,T1,Treatment,1,KC_UH_1,44,0.022727273
1712,KC,UL,1,T1,Treatment,1,KC_UL_1,42,0.023809524
1713,KC,UM,1,T1,Treatment,1,KC_UM_1,43,0.023255814
1714,KC,UO,1,T1,Treatment,2,KC_UO_1,43,0.046511628
1715,KC,UO,2,T1,Treatment,1,KC_UO_2,46,0.02173913
1716,KC,UP,2,T1,Treatment,6,KC_UP_2,47,0.127659574
1717,KC,US,1,T1,Treatment,2,KC_US_1,42,0.047619048
1718,KC,US,2,T1,Treatment,1,KC_US_2,46,0.02173913
1719,KC,UT,2,T1,Treatment,1,KC_UT_2,46,0.02173913
1720,KC,UU,1,T1,Treatment,1,KC_UU_1,46,0.02173913
1721,KC,UU,2,T1,Treatment,1,KC_UU_2,45,0.022222222
1722,KC,UV,2,T1,Treatment,1,KC_UV_2,45,0.022222222
1723,KC,UX,1,T1,Treatment,3,KC_UX_1,40,0.075
1724,KC,UZ,2,T1,Treatment,3,KC_UZ_2,44,0.068181818
1725,KD,KO,1,T1,Treatment,1,KD_KO_1,47,0.021276596
1726,KD,KT,2,T1,Treatment,1,KD_KT_2,46,0.02173913
1727,KD,UA,1,T1,Treatment,3,KD_UA_1,46,0.065217391
1728,KD,UA,2,T1,Treatment,1,KD_UA_2,47,0.021276596
1729,KD,UC,2,T1,Treatment,1,KD_UC_2,46,0.02173913
1730,KD,UD,1,T1,Treatment,3,KD_UD_1,46,0.065217391
1731,KD,UD,2,T1,Treatment,2,KD_UD_2,46,0.043478261
1732,KD,UH,1,T1,Treatment,1,KD_UH_1,47,0.021276596
1733,KD,UH,2,T1,Treatment,1,KD_UH_2,48,0.020833333
1734,KD,UL,1,T1,Treatment,3,KD_UL_1,46,0.065217391
1735,KD,UL,2,T1,Treatment,1,KD_UL_2,46,0.02173913
1736,KD,UM,2,T1,Treatment,4,KD_UM_2,46,0.086956522
1737,KD,UO,1,T1,Treatment,1,KD_UO_1,47,0.021276596
1738,KD,UO,2,T1,Treatment,1,KD_UO_2,48,0.020833333
